gene	observed CpG	expected CpG	CpG bias
g11590	19	22.56	0.8422
g11591	98	147.25	0.6655
g11592	13	37.62	0.3456
g11593	23	43.71	0.5262
g11594	24	20.47	1.1724
g11595	48	110.08	0.436
g11596	257	435.76	0.5898
g11597	265	448.41	0.591
g11598	206	198.86	1.0359
g11599	242	239.77	1.0093
g11600	114	175.44	0.6498
g11601	1059	1167.44	0.9071
g11602	526	582.26	0.9034
g11603	159	246.6	0.6448
g11604	135	208.92	0.6462
g11605	20	27.04	0.7396
g11606	254	253.14	1.0034
g11607	62	68.41	0.9063
g11608	195	201.97	0.9655
g11609	231	250.41	0.9225
g11610	116	278.56	0.4164
g11611	263	361.14	0.7282
g11612	38	63.24	0.6009
g11613	91	94.46	0.9634
g11614	50	72.64	0.6883
g11615	124	159.46	0.7776
g11616	417	489.98	0.8511
g11617	32	61.16	0.5232
g11618	42	42.33	0.9922
g11619	119	136.36	0.8727
g11620	151	210.41	0.7176
g11621	65	74.55	0.8719
g11622	21	32.6	0.6442
g11623	10	15.95	0.627
g11624	49	62.69	0.7816
g11625	35	79.64	0.4395
g11626	33	42.19	0.7822
g11627	7	9.87	0.7092
g11628	88	105.86	0.8313
g11629	140	188.28	0.7436
g11630	67	102.1	0.6562
g11631	47	61.68	0.762
g11632	324	512.86	0.6318
g11633	31	30.43	1.0187
g11634	36	90.08	0.3996
g11635	15	17.18	0.8731
g11636	296	402.51	0.7354
g11637	67	160.75	0.4168
g11638	52	50.35	1.0328
g11639	30	28.26	1.0616
g11640	61	68.3	0.8931
g11641	114	162.42	0.7019
g11642	130	124.65	1.0429
g11643	36	28.18	1.2775
g11644	32	49.26	0.6496
g11645	55	57.23	0.961
g11646	129	155.83	0.8278
g11647	160	180.37	0.8871
g11648	49	49.35	0.9929
g11649	29	32.51	0.892
g11650	23	52.68	0.4366
g11651	330	421.29	0.7833
g11652	577	674.58	0.8553
g11653	100	179.78	0.5562
g11654	22	91.38	0.2408
g11655	38	108.47	0.3503
g11656	420	1098.77	0.3822
g11657	56	107.13	0.5227
g11658	17	86.37	0.1968
g11659	103	180.6	0.5703
g11660	26	32.88	0.7908
g11661	151	312.28	0.4835
g11662	10	37.32	0.268
g11663	289	313.29	0.9225
g11664	113	274.37	0.4119
g11665	149	202.82	0.7346
g11666	82	95.1	0.8623
g11667	380	457.54	0.8305
g11668	141	188.33	0.7487
g11669	207	300.8	0.6882
g11670	127	253.21	0.5016
g11671	314	413.09	0.7601
g11672	52	49.87	1.0427
g11673	365	383.92	0.9507
g11674	33	86.51	0.3815
g11675	23	44.6	0.5157
g11676	66	201.19	0.328
g11677	207	336.3	0.6155
g11678	104	225.6	0.461
g11679	16	73.38	0.218
g11680	4	18.25	0.2192
g11681	208	309.55	0.6719
g11682	112	190.41	0.5882
g11683	3	17.97	0.1669
g11684	58	75.33	0.7699
g11685	29	96.06	0.3019
g11686	177	234.97	0.7533
g11687	50	46.24	1.0813
g11688	463	648.55	0.7139
g11689	176	292.19	0.6023
g11690	60	57.94	1.0356
g11691	108	104.25	1.036
g11692	112	250.89	0.4464
g11693	116	240.76	0.4818
g11694	410	451.36	0.9084
g11695	665	882.42	0.7536
g11696	203	179.16	1.1331
g11697	52	59.7	0.871
g11698	58	225.63	0.2571
g11699	358	487.53	0.7343
g11700	370	582.29	0.6354
g11701	415	577.74	0.7183
g11702	89	84.98	1.0473
g11703	42	95.19	0.4412
g11704	568	877.95	0.647
g11705	100	108.27	0.9236
g11706	1729	2063.24	0.838
g11707	28	39.24	0.7136
g11708	75	108.42	0.6918
g11709	65	134.07	0.4848
g11710	512	691.47	0.7405
g11711	215	323.72	0.6642
g11712	695	785.95	0.8843
g11713	167	188.77	0.8847
g11714	52	77.36	0.6722
g11715	25	53.08	0.471
g11716	434	589.29	0.7365
g11717	10	12.56	0.7962
g11718	17	19.37	0.8776
g11719	863	919.81	0.9382
g11720	101	162.21	0.6226
g11721	88	123.37	0.7133
g11722	413	610.76	0.6762
g11723	69	157.93	0.4369
g11724	35	63.78	0.5488
g11725	334	449.53	0.743
g11726	789	826.79	0.9543
g11727	121	211.88	0.5711
g11728	60	152.09	0.3945
g11729	239	254.43	0.9394
g11730	155	193.94	0.7992
g11731	66	71.99	0.9168
g11732	5	15.24	0.3281
g11733	141	264.74	0.5326
g11734	193	249.44	0.7737
g11735	157	201.53	0.779
g11736	54	116.06	0.4653
g11737	206	301.82	0.6825
g11738	42	75.72	0.5547
g11739	22	45.34	0.4852
g11740	38	102.41	0.3711
g11741	87	111.52	0.7801
g11742	614	962.03	0.6382
g11743	117	139.85	0.8366
g11744	28	42.12	0.6648
g11745	17	19.19	0.8859
g11746	24	25.18	0.9531
g11747	28	55.26	0.5067
g11748	23	105.91	0.2172
g11749	30	69.24	0.4333
g11750	16	26.93	0.5941
g11751	59	79.48	0.7423
g11752	55	78.98	0.6964
g11753	117	208.54	0.561
g11754	87	113.88	0.764
g11755	94	205.46	0.4575
g11756	256	355.37	0.7204
g11757	62	79.27	0.7821
g11758	90	89.43	1.0064
g11759	20	38.57	0.5185
g11760	50	119.43	0.4187
g11761	36	107.21	0.3358
g11762	408	420.86	0.9694
g11763	394	436.26	0.9031
g11764	338	366.22	0.9229
g11766	272	290.87	0.9351
g11767	156	226.03	0.6902
g11768	189	284.95	0.6633
g11769	76	161.7	0.47
g11770	100	183.27	0.5456
g11771	497	564.03	0.8812
g11772	1719	2080.86	0.8261
g11773	34	34.39	0.9887
g11774	485	482.37	1.0055
g11775	174	303.32	0.5737
g11776	37	117.06	0.3161
g11777	309	305.16	1.0126
g11778	325	314.21	1.0343
g11779	340	367.26	0.9258
g11780	228	218.6	1.043
g11781	15	13.93	1.0768
g11782	14	19.18	0.7299
g11783	18	21.86	0.8234
g11784	27	37.4	0.7219
g11785	8	16.71	0.4788
g11786	17	43.37	0.392
g11787	149	203.93	0.7306
g11788	422	518.92	0.8132
g11789	48	151.42	0.317
g11790	87	118.57	0.7337
g11791	26	64.36	0.404
g11792	130	287.52	0.4521
g11793	362	629.66	0.5749
g11794	29	88.57	0.3274
g11795	38	89.97	0.4224
g11796	387	435.67	0.8883
g11797	109	123.34	0.8837
g11798	61	142.58	0.4278
g11799	49	172.14	0.2847
g11800	48	170.07	0.2822
g11801	75	169.61	0.4422
g11802	50	128.77	0.3883
g11803	125	135.21	0.9245
g11804	185	309.06	0.5986
g11805	58	52.74	1.0997
g11806	57	54.73	1.0415
g11807	35	42.61	0.8214
g11808	362	378.47	0.9565
g11809	49	59.26	0.8269
g11810	5	13.57	0.3685
g11811	11	62.99	0.1746
g11812	38	102.02	0.3725
g11813	282	327.23	0.8618
tRNA-Ser252_gene	8	6.34	1.2618
g11814	44	183.31	0.24
g11815	151	452.13	0.334
g11816	235	307.69	0.7638
g11817	187	353.52	0.529
g11818	31	41.18	0.7528
g11819	17	34.31	0.4955
g11820	147	123.67	1.1886
g11821	93	119.6	0.7776
g11822	196	234.3	0.8365
g11823	502	616.46	0.8143
g11824	322	598.41	0.5381
g11825	506	653.84	0.7739
g11826	27	39.54	0.6829
g11827	148	212.84	0.6954
g11828	61	66.95	0.9111
g11829	20	21.81	0.917
g11830	47	52.5	0.8952
g11831	11	10.24	1.0742
g11832	282	394.81	0.7143
g11833	123	239.1	0.5144
g11834	230	245.51	0.9368
g11835	52	47.27	1.1001
g11836	100	97.59	1.0247
g11837	368	520.3	0.7073
g11838	125	208.05	0.6008
g11839	28	30.14	0.929
g11840	48	45.39	1.0575
g11841	5	16.19	0.3088
g11842	95	77.86	1.2201
g11843	478	593.61	0.8052
g11844	29	36.77	0.7887
g11845	148	153.81	0.9622
g11846	65	54.94	1.1831
g11847	72	73.74	0.9764
g11848	54	47.24	1.1431
g11849	927	960.3	0.9653
g11850	309	482.1	0.6409
g11851	43	45.24	0.9505
g11852	133	138.17	0.9626
g11853	99	104.98	0.943
g11854	45	45.41	0.991
g11855	201	304.79	0.6595
g11856	605	834.89	0.7246
g11857	258	330.49	0.7807
g11858	39	37.97	1.0271
g11859	235	443.14	0.5303
g11860	25	67.78	0.3688
g11861	84	148.8	0.5645
g11862	144	233.14	0.6177
g11863	9	15.91	0.5657
g11864	218	468.55	0.4653
g11865	154	127.75	1.2055
g11866	184	190.4	0.9664
g11867	126	220.67	0.571
g11868	10	27.75	0.3604
g11869	62	111.01	0.5585
g11870	150	276.46	0.5426
g11871	101	109.34	0.9237
g11872	522	515.08	1.0134
g11873	215	315.51	0.6814
g11874	70	111.12	0.6299
g11875	85	194.42	0.4372
g11876	44	98.72	0.4457
g11877	36	32.66	1.1023
g11878	71	74.21	0.9567
g11879	18	23.4	0.7692
g11880	35	36.96	0.947
g11881	34	46.14	0.7369
g11882	391	557.33	0.7016
g11883	665	838.83	0.7928
g11884	4	21.11	0.1895
g11885	56	111.97	0.5001
g11886	109	141.81	0.7686
g11887	313	438.86	0.7132
g11888	532	685.67	0.7759
g11889	110	111.05	0.9905
g11890	258	413.23	0.6243
g11891	42	39.81	1.055
g11892	142	175.15	0.8107
g11893	100	169.65	0.5894
g11894	265	369.74	0.7167
g11895	39	50.42	0.7735
g11896	47	53.06	0.8858
g11897	59	58.66	1.0058
g11898	24	23.48	1.0221
g11899	22	81.09	0.2713
g11900	659	725.22	0.9087
g11901	33	41.32	0.7986
g11902	132	177.26	0.7447
g11903	43	44.24	0.972
g11904	38	38.46	0.988
g11905	25	69.23	0.3611
g11906	20	32.1	0.6231
g11907	31	56.8	0.5458
g11908	28	30.55	0.9165
g11909	275	273.69	1.0048
g11910	318	381.64	0.8332
g11911	23	97.93	0.2349
g11912	885	919.93	0.962
g11913	159	220.76	0.7202
g11914	335	467.09	0.7172
g11915	21	26.49	0.7928
g11916	30	62.97	0.4764
g11917	26	36.83	0.7059
g11918	178	246.25	0.7228
g11919	54	138.31	0.3904
g11920	101	131.49	0.7681
g11921	231	370.02	0.6243
g11922	164	169.59	0.967
g11923	140	348.22	0.402
g11924	180	564.57	0.3188
g11925	59	116.28	0.5074
g11926	39	51.01	0.7646
g11927	53	83.96	0.6313
g11928	46	50.97	0.9025
tRNA-Arg253_gene	5	5.91	0.846
g11929	15	17.54	0.8552
g11930	336	477.88	0.7031
g11931	37	46.07	0.8031
g11932	66	69.73	0.9465
g11933	234	245.87	0.9517
g11934	302	288.14	1.0481
g11935	249	269.79	0.9229
g11936	215	358.29	0.6001
g11937	670	706.81	0.9479
g11938	540	567.78	0.9511
g11939	283	293.28	0.9649
g11940	136	192.07	0.7081
g11941	83	256.59	0.3235
g11942	92	174.79	0.5263
g11943	160	179.95	0.8891
g11944	455	703.9	0.6464
g11945	42	46.86	0.8963
g11946	201	338.73	0.5934
g11947	710	862.37	0.8233
g11948	46	100.41	0.4581
g11949	46	56.64	0.8121
g11950	79	199.13	0.3967
g11951	76	100.43	0.7567
g11952	143	246.76	0.5795
g11953	184	329.9	0.5577
g11954	28	82.22	0.3405
g11955	90	187.76	0.4793
g11956	37	91.88	0.4027
g11957	45	152.86	0.2944
g11958	31	39.47	0.7854
g11959	32	34.55	0.9262
g11960	94	99.57	0.9441
g11961	29	41.29	0.7023
g11962	10	13.14	0.761
g11963	11	14.82	0.7422
g11964	20	39.67	0.5042
g11965	156	215.07	0.7253
g11966	7	41.99	0.1667
g11967	23	28.95	0.7945
g11968	25	31.3	0.7987
g11969	26	55.66	0.4671
g11970	40	46.99	0.8512
g11971	39	94.65	0.412
g11972	43	57.6	0.7465
g11973	13	17.85	0.7283
g11974	74	192.08	0.3853
g11975	33	34.6	0.9538
g11976	207	654.95	0.3161
g11977	281	322.74	0.8707
g11978	143	163.77	0.8732
g11979	38	67.09	0.5664
g11980	42	58.7	0.7155
g11981	179	211.08	0.848
g11982	636	766.65	0.8296
g11983	465	898.62	0.5175
g11984	262	294.77	0.8888
g11985	176	160.07	1.0995
g11986	66	199.59	0.3307
g11987	17	21.93	0.7752
g11988	96	229.35	0.4186
g11989	472	558.08	0.8458
g11990	477	530.99	0.8983
g11991	231	368.8	0.6264
g11992	197	307.98	0.6397
g11993	239	228.29	1.0469
g11994	138	319.64	0.4317
g11995	24	39.64	0.6054
g11996	27	26.48	1.0196
g11997	26	30.88	0.842
g11998	24	26.55	0.904
g11999	18	24.82	0.7252
g12000	27	31.37	0.8607
g12001	18	15.97	1.1271
g12002	92	111.0	0.8288
g12003	524	647.8	0.8089
g12004	154	348.11	0.4424
g12005	74	187.91	0.3938
g12006	110	324.25	0.3392
g12007	68	138.43	0.4912
g12008	34	53.89	0.6309
g12009	236	593.73	0.3975
g12010	299	456.65	0.6548
g12011	268	470.51	0.5696
g12012	22	30.97	0.7104
g12013	313	382.53	0.8182
g12014	41	54.05	0.7586
g12015	100	127.3	0.7855
g12016	43	170.3	0.2525
g12017	16	23.73	0.6743
g12018	10	17.15	0.5831
tRNA-Arg254_gene	5	5.11	0.9785
g12019	3	15.23	0.197
g12020	77	90.41	0.8517
g12022	22	65.85	0.3341
g12023	73	97.61	0.7479
g12024	42	39.98	1.0505
g12025	29	26.32	1.1018
g12026	29	28.1	1.032
g12027	570	620.2	0.9191
g12028	293	422.54	0.6934
g12029	209	231.83	0.9015
g12030	45	53.02	0.8487
g12031	32	51.15	0.6256
g12032	47	69.0	0.6812
g12034	17	17.8	0.9551
g12035	7	7.87	0.8895
g12036	18	43.66	0.4123
g12037	99	103.22	0.9591
g12038	33	52.12	0.6332
g12039	187	263.56	0.7095
g12040	28	79.34	0.3529
g12041	15	50.41	0.2976
g12042	69	132.38	0.5212
g12043	43	49.17	0.8745
g12044	48	120.74	0.3975
g12045	30	50.74	0.5912
g12046	236	378.95	0.6228
g12047	739	707.63	1.0443
g12048	48	126.65	0.379
g12049	210	261.05	0.8044
g12050	35	49.74	0.7037
g12051	33	31.72	1.0404
g12052	329	380.74	0.8641
g12053	19	18.42	1.0315
g12054	24	30.88	0.7772
g12055	484	570.24	0.8488
g12056	311	277.27	1.1217
g12057	60	107.18	0.5598
g12058	64	68.46	0.9349
g12059	346	459.23	0.7534
g12060	436	478.7	0.9108
g12061	44	59.31	0.7419
g12062	840	981.09	0.8562
g12063	83	81.06	1.0239
g12064	241	333.51	0.7226
g12065	33	69.8	0.4728
g12066	61	172.07	0.3545
g12067	196	272.25	0.7199
g12068	25	29.45	0.8489
g12069	34	38.28	0.8882
g12070	498	699.35	0.7121
g12071	30	34.78	0.8626
g12072	397	437.76	0.9069
tRNA-Pro255_gene	5	6.94	0.7205
tRNA-Pro257_gene	6	6.86	0.8746
tRNA-Pro256_gene	5	6.94	0.7205
g12073	325	310.38	1.0471
g12074	152	157.84	0.963
g12075	71	75.91	0.9353
g12076	76	91.21	0.8332
g12077	389	392.5	0.9911
g12078	112	115.94	0.966
g12079	63	137.88	0.4569
g12080	140	233.58	0.5994
g12081	165	255.13	0.6467
g12082	96	116.29	0.8255
g12083	82	79.14	1.0361
g12084	152	273.97	0.5548
g12085	197	288.58	0.6827
g12086	14	23.71	0.5905
g12087	1095	1319.35	0.83
g12088	24	31.11	0.7715
g12089	22	35.9	0.6128
g12090	430	626.85	0.686
g12091	9	24.39	0.369
g12092	22	85.16	0.2583
g12093	3	17.34	0.173
g12094	400	416.43	0.9605
g12095	280	480.51	0.5827
g12096	794	998.46	0.7952
g12097	30	25.54	1.1746
g12098	461	681.09	0.6769
g12099	622	756.28	0.8224
g12100	111	221.5	0.5011
g12101	269	295.44	0.9105
g12102	132	189.39	0.697
g12103	182	240.78	0.7559
g12104	61	59.45	1.0261
g12105	51	122.35	0.4168
g12106	38	37.29	1.019
g12107	463	453.39	1.0212
g12108	55	153.72	0.3578
g12109	83	192.45	0.4313
g12110	20	65.26	0.3065
g12111	28	79.9	0.3504
g12112	241	303.79	0.7933
g12113	42	50.43	0.8328
g12114	364	648.19	0.5616
g12115	312	352.44	0.8853
g12116	173	358.29	0.4828
g12117	157	210.15	0.7471
g12118	14	17.62	0.7946
g12119	33	59.13	0.5581
g12120	303	421.43	0.719
g12121	221	262.58	0.8416
g12122	111	109.41	1.0145
g12123	1016	1294.8	0.7847
g12124	459	510.98	0.8983
g12125	114	197.56	0.577
g12126	134	132.48	1.0115
g12127	355	403.55	0.8797
g12128	126	202.05	0.6236
g12129	205	228.94	0.8954
g12130	30	31.78	0.944
g12131	8	30.85	0.2593
g12132	48	100.71	0.4766
g12133	46	91.11	0.5049
g12135	26	98.86	0.263
g12136	111	138.66	0.8005
g12137	26	33.9	0.767
g12138	197	431.92	0.4561
g12139	67	143.26	0.4677
g12140	58	70.68	0.8206
g12141	92	97.44	0.9442
g12142	73	83.34	0.8759
g12143	67	80.91	0.8281
g12144	374	502.02	0.745
g12145	72	130.38	0.5522
g12146	30	40.78	0.7357
g12147	28	37.03	0.7561
g12148	39	44.93	0.868
g12149	131	124.36	1.0534
g12150	41	116.63	0.3515
g12151	339	347.68	0.975
g12152	47	34.85	1.3486
g12153	65	52.95	1.2276
g12154	400	665.38	0.6012
g12155	16	69.26	0.231
g12156	85	155.16	0.5478
g12157	103	249.4	0.413
g12158	9	20.66	0.4356
g12159	102	192.27	0.5305
g12160	48	88.84	0.5403
g12161	85	99.17	0.8571
g12162	15	20.29	0.7393
g12163	107	209.89	0.5098
g12164	25	85.2	0.2934
g12165	3	16.83	0.1783
g12166	61	98.67	0.6182
g12167	453	570.34	0.7943
g12168	84	91.32	0.9198
g12169	806	1007.23	0.8002
g12170	46	49.4	0.9312
g12171	8	30.76	0.2601
g12172	213	360.45	0.5909
g12173	99	164.02	0.6036
g12174	9	17.62	0.5108
g12175	12	17.59	0.6822
g12176	148	169.47	0.8733
g12177	741	910.2	0.8141
g12178	166	196.75	0.8437
g12179	172	183.95	0.935
g12180	118	126.25	0.9347
g12181	228	233.45	0.9767
g12182	20	32.0	0.625
g12183	70	132.9	0.5267
g12184	70	147.45	0.4747
g12185	115	238.93	0.4813
g12186	14	12.55	1.1155
g12187	12	21.11	0.5685
g12188	51	103.16	0.4944
g12189	38	35.39	1.0737
g12190	13	17.32	0.7506
g12191	188	237.68	0.791
g12192	10	10.42	0.9597
g12193	60	55.49	1.0813
g12194	62	71.04	0.8727
g12195	146	268.3	0.5442
g12196	1063	1112.1	0.9558
g12197	82	87.02	0.9423
g12198	40	97.41	0.4106
g12199	99	194.42	0.5092
g12200	1980	2414.68	0.82
g12201	37	117.05	0.3161
g12202	17	20.44	0.8317
g12203	19	37.85	0.502
g12204	231	274.06	0.8429
g12205	34	33.0	1.0303
g12206	36	34.22	1.052
g12207	23	22.73	1.0119
g12208	41	59.52	0.6888
g12209	28	29.51	0.9488
g12210	74	95.91	0.7716
g12211	34	80.95	0.42
g12212	135	154.02	0.8765
g12213	62	68.46	0.9056
g12214	424	631.59	0.6713
g12215	8	32.87	0.2434
g12216	12	26.26	0.457
g12217	23	48.67	0.4726
g12218	60	113.52	0.5285
g12219	1130	1148.18	0.9842
g12220	25	38.52	0.649
g12221	33	28.5	1.1579
g12222	332	547.54	0.6063
g12223	119	249.11	0.4777
g12224	87	239.38	0.3634
g12225	116	250.61	0.4629
g12226	353	577.23	0.6115
g12227	140	193.49	0.7236
g12228	62	55.41	1.1189
g12229	93	112.39	0.8275
g12230	45	53.55	0.8403
g12231	85	165.84	0.5125
g12232	41	46.4	0.8836
g12233	46	76.02	0.6051
g12234	60	72.45	0.8282
g12235	28	24.89	1.1249
g12236	689	901.15	0.7646
g12237	30	48.68	0.6163
g12238	432	518.91	0.8325
g12239	59	127.4	0.4631
g12240	41	33.06	1.2402
g12241	12	21.19	0.5663
g12242	36	56.68	0.6351
g12243	490	558.54	0.8773
g12244	40	74.45	0.5373
g12245	41	45.4	0.9031
g12246	254	376.24	0.6751
tRNA-His258_gene	7	6.42	1.0903
g12247	141	165.62	0.8513
g12248	120	128.8	0.9317
g12249	45	72.12	0.624
g12250	97	214.25	0.4527
g12251	228	244.81	0.9313
g12252	191	361.0	0.5291
g12253	155	334.76	0.463
g12254	33	58.49	0.5642
g12255	271	411.22	0.659
g12256	289	314.39	0.9192
g12257	251	296.51	0.8465
g12258	366	418.72	0.8741
g12259	355	379.81	0.9347
g12260	300	324.25	0.9252
g12261	64	120.01	0.5333
g12262	48	109.91	0.4367
g12263	76	80.01	0.9499
g12264	11	12.09	0.9098
g12265	120	130.08	0.9225
g12266	62	79.49	0.78
g12267	288	467.0	0.6167
g12268	25	22.57	1.1077
g12269	22	21.18	1.0387
g12270	76	67.81	1.1208
g12271	183	276.36	0.6622
g12272	38	46.21	0.8223
g12273	61	57.19	1.0666
g12274	29	85.03	0.3411
g12275	1298	1501.7	0.8644
g12276	48	39.55	1.2137
g12277	108	188.15	0.574
g12278	56	160.89	0.3481
g12279	81	267.51	0.3028
g12280	61	172.49	0.3536
g12281	31	42.67	0.7265
g12282	16	46.27	0.3458
g12283	45	75.51	0.5959
g12284	93	107.41	0.8658
g12285	198	255.74	0.7742
g12286	213	228.98	0.9302
g12287	275	309.0	0.89
g12288	124	153.61	0.8072
g12289	42	54.73	0.7674
g12290	43	52.57	0.818
g12291	309	355.27	0.8698
g12292	308	347.83	0.8855
g12293	63	103.94	0.6061
g12294	38	54.49	0.6974
g12295	184	191.25	0.9621
g12296	208	222.01	0.9369
g12297	449	452.75	0.9917
g12298	35	38.39	0.9117
g12299	274	434.53	0.6306
g12300	192	246.3	0.7795
g12301	115	242.59	0.4741
g12302	37	48.93	0.7562
g12303	148	150.28	0.9848
g12304	59	97.8	0.6033
g12305	50	63.12	0.7921
g12307	20	23.61	0.8471
g12308	338	741.8	0.4556
g12309	345	415.97	0.8294
g12310	31	33.44	0.927
g12311	51	48.05	1.0614
g12312	316	437.28	0.7226
g12313	58	60.4	0.9603
g12314	64	72.81	0.879
g12315	79	115.23	0.6856
g12316	46	71.9	0.6398
g12317	98	122.28	0.8014
g12318	333	786.03	0.4236
g12319	18	74.12	0.2428
g12320	375	415.76	0.902
g12321	146	165.54	0.882
g12322	88	108.44	0.8115
g12323	324	405.18	0.7996
g12324	137	153.81	0.8907
g12325	143	157.18	0.9098
g12326	568	558.67	1.0167
g12327	381	452.79	0.8414
g12328	368	369.55	0.9958
g12329	85	96.77	0.8784
g12330	16	17.79	0.8994
g12331	105	285.03	0.3684
g12332	9	14.6	0.6164
g12333	418	511.71	0.8169
g12334	41	84.67	0.4842
g12335	14	68.03	0.2058
g12336	21	31.25	0.672
g12337	34	58.31	0.5831
g12338	29	26.95	1.0761
g12339	72	129.83	0.5546
g12340	49	92.2	0.5315
g12341	158	148.64	1.063
g12342	576	465.73	1.2368
g12343	32	66.78	0.4792
g12344	110	239.02	0.4602
g12345	44	91.91	0.4787
g12346	369	531.44	0.6943
tRNA-Lys259_gene	4	5.18	0.7722
g12347	52	52.69	0.9869
g12348	23	25.06	0.9178
g12349	300	432.44	0.6937
g12350	460	538.21	0.8547
g12351	718	835.84	0.859
g12352	142	216.72	0.6552
g12353	162	146.17	1.1083
g12354	232	368.94	0.6288
g12355	242	368.39	0.6569
g12356	22	35.53	0.6192
g12357	21	66.81	0.3143
g12358	54	111.79	0.483
g12359	26	45.37	0.5731
g12360	85	76.96	1.1045
g12361	158	166.64	0.9482
g12362	115	129.32	0.8893
g12363	55	53.22	1.0334
g12364	112	295.06	0.3796
tRNA-Leu260_gene	7	7.78	0.8997
g12365	34	78.09	0.4354
g12366	15	81.69	0.1836
g12367	2567	2799.51	0.9169
g12368	9	53.61	0.1679
g12369	3	7.73	0.3881
g12370	38	97.67	0.3891
g12371	79	202.28	0.3905
g12372	53	64.75	0.8185
g12373	32	42.55	0.7521
g12374	536	680.21	0.788
g12375	70	104.16	0.672
g12376	112	138.75	0.8072
g12377	397	498.17	0.7969
g12378	34	41.78	0.8138
g12379	99	134.95	0.7336
g12380	310	387.4	0.8002
g12381	30	37.49	0.8002
g12382	14	16.22	0.8631
g12383	8	23.95	0.334
g12384	43	39.15	1.0983
g12385	58	165.87	0.3497
g12386	110	217.77	0.5051
g12387	1175	1512.92	0.7766
g12388	426	414.54	1.0276
g12389	307	510.0	0.602
g12390	8	17.68	0.4525
g12391	278	447.7	0.621
g12392	549	739.82	0.7421
g12393	239	276.94	0.863
g12394	152	224.29	0.6777
g12395	103	169.87	0.6063
g12396	340	445.69	0.7629
g12397	11	16.28	0.6757
g12398	172	302.17	0.5692
g12399	141	340.87	0.4136
g12400	60	63.37	0.9468
g12401	136	442.16	0.3076
g12402	51	87.72	0.5814
g12403	109	294.83	0.3697
g12404	64	64.13	0.998
g12405	51	118.01	0.4322
g12406	310	388.16	0.7986
g12407	322	296.57	1.0857
g12408	122	131.19	0.9299
g12409	142	169.42	0.8382
g12410	146	137.31	1.0633
g12411	679	777.88	0.8729
g12412	81	90.96	0.8905
g12413	17	15.74	1.0801
g12414	1825	1916.87	0.9521
g12415	196	209.48	0.9357
g12416	1075	1121.59	0.9585
g12417	35	51.54	0.6791
g12418	129	134.15	0.9616
g12419	104	126.91	0.8195
g12420	4	22.14	0.1807
g12421	29	36.44	0.7958
g12422	48	60.43	0.7943
g12423	7	21.36	0.3277
g12424	287	693.86	0.4136
g12425	128	210.73	0.6074
g12426	125	149.35	0.837
g12427	91	181.2	0.5022
g12428	74	168.58	0.439
g12429	21	117.77	0.1783
g12430	224	859.32	0.2607
g12431	21	27.07	0.7758
g12432	233	259.27	0.8987
g12433	30	36.42	0.8237
g12434	31	37.03	0.8372
g12435	43	52.6	0.8175
g12436	37	44.89	0.8242
g12437	49	49.7	0.9859
g12438	54	46.46	1.1623
g12439	1314	1361.74	0.9649
g12440	75	184.94	0.4055
tRNA-Gly261_gene	6	7.04	0.8523
g12441	140	234.17	0.5979
g12442	16	19.3	0.829
g12443	46	50.08	0.9185
g12444	278	434.89	0.6392
g12445	38	98.27	0.3867
g12446	343	387.51	0.8851
g12447	23	28.21	0.8153
g12448	13	24.57	0.5291
g12449	28	40.47	0.6919
g12450	111	141.64	0.7837
g12451	56	129.41	0.4327
g12452	392	408.59	0.9594
g12453	16	31.46	0.5086
g12454	23	27.26	0.8437
g12455	58	113.37	0.5116
g12456	19	47.77	0.3977
g12457	22	22.35	0.9843
g12458	29	71.1	0.4079
g12459	28	23.5	1.1915
g12460	17	41.57	0.4089
g12461	77	91.91	0.8378
g12462	133	185.17	0.7183
g12463	49	64.98	0.7541
g12464	91	128.23	0.7097
g12465	102	108.87	0.9369
g12467	20	24.34	0.8217
g12468	9	25.03	0.3596
g12469	212	187.1	1.1331
g12470	195	201.9	0.9658
g12471	46	107.83	0.4266
g12472	132	242.09	0.5453
g12473	107	203.03	0.527
g12474	0	0.0	0
g12475	53	117.74	0.4501
g12476	227	389.45	0.5829
g12477	59	57.51	1.0259
g12478	8	11.71	0.6832
g12479	65	74.91	0.8677
g12480	806	867.91	0.9287
g12481	83	106.12	0.7821
g12482	39	58.13	0.6709
g12483	69	127.97	0.5392
g12484	29	37.31	0.7773
g12485	43	43.32	0.9926
g12486	46	50.09	0.9183
g12487	206	230.96	0.8919
g12488	49	44.6	1.0987
g12489	117	136.52	0.857
g12490	144	230.74	0.6241
g12491	171	191.74	0.8918
g12492	20	24.36	0.821
g12493	9	36.09	0.2494
g12494	16	61.57	0.2599
g12495	45	44.67	1.0074
g12496	189	228.98	0.8254
g12497	318	335.96	0.9465
g12498	120	152.25	0.7882
g12499	82	142.25	0.5764
g12500	257	343.03	0.7492
g12501	730	841.59	0.8674
g12502	101	148.95	0.6781
g12503	660	766.16	0.8614
g12504	180	201.45	0.8935
g12505	21	74.56	0.2817
g12506	114	151.98	0.7501
g12507	240	307.84	0.7796
g12508	348	533.73	0.652
g12509	69	101.4	0.6805
g12510	267	395.18	0.6756
g12511	39	50.45	0.773
g12512	513	640.95	0.8004
g12513	17	23.31	0.7293
g12514	19	25.33	0.7501
g12515	81	94.33	0.8587
g12516	41	56.0	0.7321
